Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Season
"Wednesday, Apr 10",SFG,Home,WSN,W,7.0,1.0,9.0,5-8,4.0,4.0,Hicks,Corbin,None,2:07,D,25558.0,.77,1,,SFG,2024
"Friday, Apr 12",SFG,@,TBR,L,1.0,2.0,9.0,5-9,4.0,4.0,Cleavinger,Winn,Fairbanks,2:32,N,15146.0,.81,-1,,SFG,2024
"Saturday, Apr 13",SFG,@,TBR,W,11.0,2.0,9.0,6-9,4.0,4.0,Webb,Pepiot,None,2:27,D,17411.0,.74,1,,SFG,2024
"Sunday, Apr 14",SFG,@,TBR,L,4.0,9.0,9.0,6-10,4.0,4.0,Alexander,Snell,None,2:20,D,19470.0,.79,-1,,SFG,2024
"Monday, Apr 15",SFG,@,MIA,W,4.0,3.0,9.0,7-10,4.0,3.0,Harrison,Soriano,Doval,2:36,N,8290.0,.76,1,,SFG,2024
"Tuesday, Apr 16",SFG,@,MIA,L,3.0,6.0,9.0,7-11,4.0,4.0,Weathers,Walker,Scott,2:41,N,8076.0,.80,-1,,SFG,2024
"Wednesday, Apr 17",SFG,@,MIA,W,3.0,1.0,9.0,8-11,4.0,3.0,Winn,Cronin,Doval,2:24,D,8179.0,.77,1,,SFG,2024
"Thursday, Apr 18",SFG,Home,ARI,W,5.0,0.0,9.0,9-11,3.0,2.5,Webb,Allen,None,2:12,N,26896.0,.89,2,,SFG,2024
"Friday, Apr 19",SFG,Home,ARI,L,1.0,17.0,9.0,9-12,4.0,2.5,Montgomery,Snell,None,3:00,N,33921.0,.93,-1,,SFG,2024
"Saturday, Apr 20",SFG,Home,ARI,W,7.0,3.0,9.0,10-12,3.0,1.5,Walker,Gallen,None,2:34,D,31063.0,.94,1,,SFG,2024
"Sunday, Apr 21",SFG,Home,ARI,L,3.0,5.0,9.0,10-13,4.0,2.5,Cecconi,Miller,Ginkel,2:40,D,35922.0,.98,-1,,SFG,2024
"Monday, Apr 22",SFG,Home,NYM,W,5.0,2.0,9.0,11-13,3.0,2.0,Winn,Quintana,None,2:25,N,24138.0,.85,1,,SFG,2024
"Tuesday, Apr 23",SFG,Home,NYM,W,5.0,1.0,9.0,12-13,3.0,2.0,Webb,Severino,Doval,2:10,N,25453.0,.89,2,,SFG,2024
"Wednesday, Apr 24",SFG,Home,NYM,L,2.0,8.0,9.0,12-14,3.0,3.0,Garrett,Hjelle,None,2:50,D,30183.0,.91,-1,,SFG,2024
"Friday, Apr 26",SFG,Home,PIT,W-wo,3.0,0.0,9.0,13-14,2.0,3.5,Doval,Bednar,None,2:23,N,37110.0,.89,1,,SFG,2024
"Saturday, Apr 27",SFG,Home,PIT,L,3.0,4.0,10.0,13-15,2.0,4.5,Stratton,Rogers,Bednar,2:46,N,34841.0,.90,-1,,SFG,2024
"Sunday, Apr 28",SFG,Home,PIT,W,3.0,2.0,9.0,14-15,2.0,3.5,Winn,Jones,Doval,2:23,D,36380.0,.85,1,,SFG,2024
"Tuesday, Apr 30",SFG,@,BOS,L,0.0,4.0,9.0,14-16,2.0,4.0,Criswell,Webb,None,2:32,N,30027.0,.86,-1,,SFG,2024
"Wednesday, May 1",SFG,@,BOS,L,2.0,6.0,9.0,14-17,3.0,5.0,Crawford,Jefferies,None,2:14,N,30787.0,.83,-2,,SFG,2024
"Thursday, May 2",SFG,@,BOS,W,3.0,1.0,9.0,15-17,2.0,4.5,Walker,Kelly,Doval,2:21,D,30065.0,.78,1,,SFG,2024
"Friday, May 3",SFG,@,PHI,L,3.0,4.0,9.0,15-18,3.0,5.5,Strahm,Hicks,Alvarado,3:00,N,40888.0,.85,-1,,SFG,2024
"Saturday, May 4",SFG,@,PHI,L,3.0,14.0,9.0,15-19,3.0,6.5,Suárez,Winn,None,3:01,N,42610.0,.88,-2,,SFG,2024
"Sunday, May 5",SFG,@,PHI,L,4.0,5.0,9.0,15-20,3.0,7.5,Walker,Webb,Alvarado,2:45,N,41058.0,.75,-3,,SFG,2024
"Monday, May 6",SFG,@,PHI,L,1.0,6.0,9.0,15-21,4.0,8.5,Wheeler,Black,None,2:23,D,33408.0,.69,-4,,SFG,2024
"Tuesday, May 7",SFG,@,COL,W,5.0,0.0,9.0,16-21,4.0,8.5,Harrison,Hudson,None,2:31,N,21259.0,.64,1,,SFG,2024
"Wednesday, May 8",SFG,@,COL,W,8.0,6.0,9.0,17-21,4.0,8.5,Hicks,Lambert,None,2:46,N,20532.0,.70,2,,SFG,2024
"Thursday, May 9",SFG,@,COL,L,1.0,9.0,9.0,17-22,4.0,9.0,Quantrill,Winn,None,2:20,D,23870.0,.70,-1,,SFG,2024
"Friday, May 10",SFG,Home,CIN,L,2.0,4.0,9.0,17-23,4.0,9.0,Abbott,Webb,Díaz,2:30,N,32867.0,.67,-2,,SFG,2024
"Saturday, May 11",SFG,Home,CIN,W,5.0,1.0,9.0,18-23,4.0,9.0,Rogers,Lodolo,None,2:35,D,37321.0,.61,1,,SFG,2024
"Sunday, May 12",SFG,Home,CIN,W-wo,6.0,5.0,10.0,19-23,4.0,8.0,Jackson,Pagán,None,3:13,D,36210.0,.64,2,,SFG,2024
"Monday, May 13",SFG,Home,LAD,L,4.0,6.0,10.0,19-24,4.0,9.0,Treinen,Rogers,Feyereisen,2:55,N,35033.0,.80,-1,,SFG,2024
"Tuesday, May 14",SFG,Home,LAD,L,2.0,10.0,9.0,19-25,4.0,10.0,Stone,Winn,None,2:36,N,33575.0,.75,-2,,SFG,2024
"Wednesday, May 15",SFG,Home,LAD,W,4.0,1.0,9.0,20-25,4.0,9.0,Webb,Hernández,Doval,2:23,N,36027.0,.67,1,,SFG,2024
"Friday, May 17",SFG,Home,COL,W,10.0,5.0,9.0,21-25,4.0,8.5,Hjelle,Feltner,None,3:01,N,32025.0,.64,2,,SFG,2024
"Saturday, May 18",SFG,Home,COL,W,14.0,4.0,9.0,22-25,3.0,8.5,Harrison,Blach,None,2:47,D,31098.0,.72,3,,SFG,2024
"Sunday, May 19",SFG,Home,COL,W,4.0,1.0,9.0,23-25,3.0,8.5,Hicks,Hudson,Doval,2:26,D,34766.0,.75,4,,SFG,2024
"Tuesday, May 21",SFG,@,PIT,L-wo,6.0,7.0,10.0,23-26,3.0,9.0,Bednar,Miller,None,3:03,N,12652.0,.84,-1,,SFG,2024
"Wednesday, May 22",SFG,@,PIT,W,9.0,5.0,10.0,24-26,3.0,8.0,Walker,Mlodzinski,None,3:23,N,13830.0,.81,1,,SFG,2024
"Thursday, May 23",SFG,@,PIT,W,7.0,6.0,9.0,25-26,3.0,7.5,Jackson,Stratton,Rogers,2:45,D,23162.0,.87,2,,SFG,2024
"Friday, May 24",SFG,@,NYM,W,8.0,7.0,9.0,26-26,2.0,6.5,Avila,Garrett,Doval,2:45,N,26658.0,.90,3,,SFG,2024
"Saturday, May 25",SFG,@,NYM,W,7.0,2.0,10.0,27-26,2.0,5.5,Jackson,Reid-Foley,None,3:03,D,32971.0,.93,4,,SFG,2024
"Sunday, May 26",SFG,@,NYM,L-wo,3.0,4.0,9.0,27-27,2.0,5.5,Houser,Rogers,None,2:17,D,41016.0,1.02,-1,,SFG,2024
"Monday, May 27",SFG,Home,PHI,W,8.0,4.0,9.0,28-27,2.0,5.0,Rodríguez,Walker,None,2:44,D,40598.0,.96,1,,SFG,2024
"Tuesday, May 28",SFG,Home,PHI,W-wo,1.0,0.0,10.0,29-27,2.0,5.5,Hjelle,Strahm,None,2:32,N,34655.0,1.01,2,,SFG,2024
"Wednesday, May 29",SFG,Home,PHI,L,1.0,6.0,9.0,29-28,2.0,6.5,Sánchez,Harrison,None,2:38,D,31763.0,1.05,-1,,SFG,2024
"Friday, May 31",SFG,Home,NYY,L,2.0,6.0,9.0,29-29,3.0,6.5,Stroman,Hicks,None,2:24,N,35018.0,.94,-2,,SFG,2024
"Saturday, Jun 1",SFG,Home,NYY,L,3.0,7.0,9.0,29-30,3.0,7.5,Poteet,Webb,None,2:22,N,34487.0,.90,-3,,SFG,2024
"Sunday, Jun 2",SFG,Home,NYY,L,5.0,7.0,9.0,29-31,3.0,8.5,Tonkin,Doval,Holmes,2:55,D,39485.0,.85,-4,,SFG,2024
"Monday, Jun 3",SFG,@,ARI,L-wo,2.0,4.0,9.0,29-32,3.0,9.0,Thompson,Rodríguez,None,2:12,N,21551.0,.84,-5,,SFG,2024
"Tuesday, Jun 4",SFG,@,ARI,L,5.0,8.0,9.0,29-33,4.0,9.0,Ginkel,Harrison,Sewald,2:59,N,23548.0,.82,-6,,SFG,2024
"Wednesday, Jun 5",SFG,@,ARI,W,9.0,3.0,9.0,30-33,3.0,8.0,Hjelle,Montgomery,None,3:30,D,24178.0,.80,1,,SFG,2024
"Friday, Jun 7",SFG,@,TEX,W,5.0,2.0,9.0,31-33,3.0,8.5,Webb,Robertson,Doval,2:37,N,35868.0,.81,2,,SFG,2024
"Saturday, Jun 8",SFG,@,TEX,W,3.0,1.0,9.0,32-33,3.0,8.5,Miller,Heaney,Doval,2:33,D,34843.0,.81,3,,SFG,2024
"Sunday, Jun 9",SFG,@,TEX,L,2.0,7.0,9.0,32-34,3.0,8.5,Eovaldi,Winn,None,2:16,D,34912.0,.86,-1,,SFG,2024
"Monday, Jun 10",SFG,Home,HOU,W-wo,4.0,3.0,10.0,33-34,3.0,8.0,Rodríguez,Montero,None,2:46,N,32820.0,.84,1,,SFG,2024
"Tuesday, Jun 11",SFG,Home,HOU,L,1.0,3.0,9.0,33-35,3.0,9.0,Blanco,Hicks,Pressly,2:16,N,32853.0,.83,-1,,SFG,2024
"Wednesday, Jun 12",SFG,Home,HOU,W,5.0,3.0,9.0,34-35,3.0,8.0,Webb,Valdez,Doval,2:07,D,34506.0,.83,1,,SFG,2024
"Friday, Jun 14",SFG,Home,LAA,L,6.0,8.0,9.0,34-36,3.0,8.5,Anderson,Howard,Estévez,2:56,N,32842.0,.84,-1,,SFG,2024
"Saturday, Jun 15",SFG,Home,LAA,L,3.0,4.0,9.0,34-37,3.0,8.5,Moore,Walker,Estévez,2:37,D,36235.0,.76,-2,,SFG,2024
"Sunday, Jun 16",SFG,Home,LAA,W,13.0,6.0,9.0,35-37,3.0,8.5,Bivens,Suarez,None,2:48,D,41008.0,.72,1,,SFG,2024
"Monday, Jun 17",SFG,@,CHC,W,7.0,6.0,9.0,36-37,2.0,8.5,Miller,Neris,Doval,3:06,N,36048.0,.82,2,,SFG,2024
"Tuesday, Jun 18",SFG,@,CHC,L,2.0,5.0,9.0,36-38,3.0,9.5,Miller,Rogers,Thompson,2:10,N,36297.0,.87,-1,,SFG,2024
"Wednesday, Jun 19",SFG,@,CHC,L,5.0,6.0,9.0,36-39,4.0,9.5,Hendricks,Bivens,Brewer,2:45,D,37673.0,.81,-2,,SFG,2024
"Thursday, Jun 20",SFG,@,STL,L,5.0,6.0,9.0,36-40,4.0,10.5,Pallante,Winn,Helsley,2:53,N,8332.0,.77,-3,,SFG,2024
"Saturday, Jun 22",SFG,@,STL,L,4.0,9.0,9.0,36-41,4.0,11.0,Mikolas,Hicks,None,2:28,D,41815.0,.69,-4,,SFG,2024
"Sunday, Jun 23",SFG,@,STL,L,3.0,5.0,9.0,36-42,4.0,11.5,Gray,Webb,Helsley,2:15,D,37492.0,.61,-5,,SFG,2024
"Monday, Jun 24",SFG,Home,CHC,W-wo,5.0,4.0,9.0,37-42,4.0,11.5,Howard,Smyly,None,2:42,N,30701.0,.53,1,,SFG,2024
"Tuesday, Jun 25",SFG,Home,CHC,W,5.0,1.0,9.0,38-42,4.0,11.5,Rogers,Hendricks,None,2:26,N,30368.0,.57,2,,SFG,2024
"Wednesday, Jun 26",SFG,Home,CHC,W,4.0,3.0,9.0,39-42,4.0,11.5,Jackson,Smyly,Doval,2:25,N,30893.0,.63,3,,SFG,2024
"Thursday, Jun 27",SFG,Home,CHC,L,3.0,5.0,10.0,39-43,4.0,12.0,Neris,Jackson,Hodge,2:51,D,31535.0,.63,-1,,SFG,2024
"Friday, Jun 28",SFG,Home,LAD,W-wo,5.0,3.0,9.0,40-43,3.0,11.0,Doval,Treinen,None,2:15,N,40052.0,.65,1,,SFG,2024
"Saturday, Jun 29",SFG,Home,LAD,L,7.0,14.0,11.0,40-44,4.0,12.0,Hudson,Hjelle,None,3:45,D,39663.0,.67,-1,,SFG,2024
"Sunday, Jun 30",SFG,Home,LAD,W,10.0,4.0,9.0,41-44,4.0,11.0,Bivens,Paxton,None,2:27,D,40428.0,.69,1,,SFG,2024
"Tuesday, Jul 2",SFG,@,ATL,W,5.0,3.0,9.0,42-44,3.0,11.0,Birdsong,Lee,Doval,2:45,N,34047.0,.67,2,,SFG,2024
"Wednesday, Jul 3",SFG,@,ATL,L,1.0,3.0,9.0,42-45,4.0,11.0,Sale,Hicks,Iglesias,2:27,N,38834.0,.78,-1,,SFG,2024
"Thursday, Jul 4",SFG,@,ATL,W,4.0,2.0,9.0,43-45,4.0,10.0,Webb,Morton,Doval,2:24,N,40672.0,.71,1,,SFG,2024
"Friday, Jul 5",SFG,@,CLE,W,4.0,2.0,9.0,44-45,3.0,10.0,Walker,Bibee,Doval,2:57,N,36769.0,.68,2,,SFG,2024
"Saturday, Jul 6",SFG,@,CLE,L,4.0,5.0,9.0,44-46,4.0,11.0,Avila,Harrison,Clase,2:35,D,36081.0,.77,-1,,SFG,2024
"Sunday, Jul 7",SFG,@,CLE,L,4.0,5.0,9.0,44-47,4.0,11.0,Smith,Hjelle,Clase,2:36,D,32012.0,.69,-2,,SFG,2024
"Tuesday, Jul 9",SFG,Home,TOR,W-wo,4.0,3.0,9.0,45-47,3.0,10.0,Miller,Richards,None,2:27,N,32924.0,.64,1,,SFG,2024
"Wednesday, Jul 10",SFG,Home,TOR,L,6.0,10.0,9.0,45-48,4.0,10.0,Bassitt,Webb,None,2:41,N,32014.0,.72,-1,,SFG,2024
"Thursday, Jul 11",SFG,Home,TOR,L,3.0,5.0,9.0,45-49,4.0,10.0,Gausman,Hicks,Green,2:32,D,30064.0,.64,-2,,SFG,2024
"Friday, Jul 12",SFG,Home,MIN,W,7.0,1.0,9.0,46-49,4.0,10.0,Harrison,Ryan,None,2:24,N,34106.0,.60,1,,SFG,2024
"Saturday, Jul 13",SFG,Home,MIN,L,2.0,4.0,9.0,46-50,4.0,10.0,Sands,Rogers,Duran,2:52,D,32582.0,.62,-1,,SFG,2024
"Sunday, Jul 14",SFG,Home,MIN,W-wo,3.0,2.0,9.0,47-50,4.0,9.0,Walker,Duran,None,2:17,D,34115.0,.53,1,,SFG,2024
"Friday, Jul 19",SFG,@,COL,L,3.0,7.0,9.0,47-51,4.0,10.0,Beeks,Rogers,None,2:45,N,40115.0,.60,-1,,SFG,2024
"Saturday, Jul 20",SFG,@,COL,L,3.0,4.0,9.0,47-52,4.0,11.0,Freeland,Webb,Vodnik,2:14,N,44178.0,.53,-2,,SFG,2024
"Sunday, Jul 21",SFG,@,COL,W,3.0,2.0,9.0,48-52,4.0,11.0,Birdsong,Feltner,Doval,2:20,D,30507.0,.46,1,,SFG,2024
"Monday, Jul 22",SFG,@,LAD,L,2.0,3.0,9.0,48-53,4.0,12.0,Treinen,Miller,Hudson,2:26,N,49576.0,.56,-1,,SFG,2024
"Tuesday, Jul 23",SFG,@,LAD,L,2.0,5.0,9.0,48-54,4.0,13.0,Knack,Hicks,Phillips,2:55,N,52627.0,.50,-2,,SFG,2024
"Wednesday, Jul 24",SFG,@,LAD,W,8.0,3.0,9.0,49-54,4.0,12.0,Ray,Glasnow,None,2:51,N,54070.0,.39,1,,SFG,2024
"Thursday, Jul 25",SFG,@,LAD,L,4.0,6.0,9.0,49-55,4.0,13.0,Treinen,Rogers,Honeywell,2:38,D,52291.0,.44,-1,,SFG,2024
"Friday, Jul 26",SFG,Home,COL,W,11.0,4.0,9.0,50-55,4.0,12.0,Harrison,Freeland,None,2:33,N,32861.0,.34,1,,SFG,2024
"Saturday, Jul 27 (1)",SFG,Home,COL,W,4.0,1.0,9.0,51-55,4.0,10.5,Walker,Lawrence,Doval,2:25,N,,.39,2,,SFG,2024
"Saturday, Jul 27 (2)",SFG,Home,COL,W,5.0,0.0,9.0,52-55,4.0,10.5,Birdsong,Gordon,None,2:11,N,34543.0,.45,3,,SFG,2024
"Sunday, Jul 28",SFG,Home,COL,W,5.0,4.0,9.0,53-55,4.0,10.5,Rodríguez,Gomber,Doval,2:45,D,37178.0,.55,4,,SFG,2024
"Tuesday, Jul 30",SFG,Home,OAK,L,2.0,5.0,9.0,53-56,4.0,10.5,Sears,Ray,None,2:40,N,37885.0,.58,-1,,SFG,2024
"Wednesday, Jul 31",SFG,Home,OAK,W,1.0,0.0,9.0,54-56,4.0,9.5,Webb,Stripling,None,1:55,N,38668.0,.47,1,,SFG,2024
"Friday, Aug 2",SFG,@,CIN,W,3.0,0.0,9.0,55-56,4.0,8.5,Snell,Abbott,None,2:16,N,28075.0,.56,2,,SFG,2024
"Saturday, Aug 3",SFG,@,CIN,L,4.0,6.0,9.0,55-57,4.0,9.5,Greene,Harrison,Díaz,2:14,N,32602.0,.64,-1,,SFG,2024
"Sunday, Aug 4",SFG,@,CIN,W,8.0,2.0,9.0,56-57,4.0,9.5,Ray,Spiers,None,2:55,D,27692.0,.56,1,,SFG,2024
"Monday, Aug 5",SFG,@,WSN,W,4.0,1.0,9.0,57-57,4.0,9.5,Webb,Corbin,Doval,2:22,N,14674.0,.63,2,,SFG,2024
"Tuesday, Aug 6",SFG,@,WSN,L,5.0,11.0,9.0,57-58,4.0,9.5,Gore,Birdsong,None,3:02,N,17044.0,.71,-1,,SFG,2024
"Wednesday, Aug 7",SFG,@,WSN,W,7.0,4.0,9.0,58-58,4.0,8.5,Snell,Irvin,Doval,2:36,N,13310.0,.65,1,,SFG,2024
"Thursday, Aug 8",SFG,@,WSN,W,9.0,5.0,10.0,59-58,4.0,8.0,Doval,Garcia,None,3:26,D,12423.0,.68,2,,SFG,2024
"Friday, Aug 9",SFG,Home,DET,W-wo,3.0,2.0,9.0,60-58,4.0,8.0,Rogers,Foley,None,2:28,N,33037.0,.81,3,,SFG,2024
"Saturday, Aug 10",SFG,Home,DET,W,3.0,1.0,9.0,61-58,4.0,8.0,Webb,Hurter,Walker,2:15,D,40030.0,.87,4,,SFG,2024
"Sunday, Aug 11",SFG,Home,DET,L,4.0,5.0,9.0,61-59,4.0,9.0,Montero,Birdsong,Vest,2:52,D,40447.0,.90,-1,,SFG,2024
"Monday, Aug 12",SFG,Home,ATL,L,0.0,1.0,10.0,61-60,4.0,10.0,Iglesias,Rogers,None,2:35,N,30184.0,.96,-2,,SFG,2024
"Tuesday, Aug 13",SFG,Home,ATL,L,3.0,4.0,10.0,61-61,4.0,11.0,Lee,Rodríguez,Iglesias,2:38,N,30468.0,.82,-3,,SFG,2024
"Wednesday, Aug 14",SFG,Home,ATL,L,2.0,13.0,9.0,61-62,4.0,11.0,Holmes,Ray,None,2:26,N,27460.0,.70,-4,,SFG,2024
"Thursday, Aug 15",SFG,Home,ATL,W,6.0,0.0,9.0,62-62,4.0,10.0,Webb,Fried,None,2:23,D,29319.0,.49,1,,SFG,2024
"Saturday, Aug 17",SFG,@,OAK,L,0.0,2.0,9.0,62-63,4.0,10.5,Bido,Birdsong,Otañez,2:37,D,37551.0,.56,-1,,SFG,2024
"Sunday, Aug 18",SFG,@,OAK,W,4.0,2.0,10.0,63-63,4.0,10.5,Walker,Jiménez,None,2:42,D,32727.0,.43,1,,SFG,2024
"Monday, Aug 19",SFG,Home,CHW,W,5.0,3.0,9.0,64-63,4.0,10.5,Harrison,Cannon,Hicks,2:22,N,29209.0,.54,2,,SFG,2024
"Tuesday, Aug 20",SFG,Home,CHW,W,4.0,1.0,9.0,65-63,4.0,10.5,Ray,Martin,Walker,2:20,N,28766.0,.59,3,,SFG,2024
"Wednesday, Aug 21",SFG,Home,CHW,L,2.0,6.0,9.0,65-64,4.0,11.5,Ellard,Miller,None,2:10,D,28375.0,.60,-1,,SFG,2024
"Friday, Aug 23",SFG,@,SEA,L-wo,5.0,6.0,10.0,65-65,4.0,12.5,Snider,Miller,None,3:05,N,38762.0,.52,-2,,SFG,2024
"Saturday, Aug 24",SFG,@,SEA,W,4.0,3.0,9.0,66-65,4.0,11.5,Bivens,Kirby,Walker,3:04,D,38027.0,.39,1,,SFG,2024
"Sunday, Aug 25",SFG,@,SEA,L,3.0,4.0,9.0,66-66,4.0,12.5,Woo,Hjelle,Muñoz,2:39,D,35062.0,.44,-1,,SFG,2024
"Tuesday, Aug 27",SFG,@,MIL,W,5.0,4.0,9.0,67-66,4.0,11.5,Doval,Payamps,Walker,2:52,N,24354.0,.31,1,,SFG,2024
"Wednesday, Aug 28",SFG,@,MIL,L,3.0,5.0,9.0,67-67,4.0,12.5,Peralta,Harrison,Williams,2:43,N,23247.0,.34,-1,,SFG,2024
"Thursday, Aug 29",SFG,@,MIL,L,0.0,6.0,9.0,67-68,4.0,13.5,Civale,Birdsong,None,2:14,D,30920.0,.24,-2,,SFG,2024
"Friday, Aug 30",SFG,Home,MIA,W,3.0,1.0,9.0,68-68,4.0,13.5,Rogers,Baumann,Walker,2:21,N,33606.0,.18,1,,SFG,2024
"Saturday, Aug 31",SFG,Home,MIA,L,3.0,4.0,9.0,68-69,4.0,14.5,Cabrera,Black,Faucher,2:22,N,36087.0,.21,-1,,SFG,2024
"Sunday, Sep 1",SFG,Home,MIA,L,5.0,7.0,9.0,68-70,4.0,14.5,Curry,Webb,Faucher,2:38,D,41187.0,.16,-2,,SFG,2024
"Tuesday, Sep 3",SFG,Home,ARI,L,7.0,8.0,9.0,68-71,4.0,16.0,Nelson,Harrison,Martinez,2:47,N,23545.0,.10,-3,,SFG,2024
"Wednesday, Sep 4",SFG,Home,ARI,L,4.0,6.0,9.0,68-72,4.0,16.0,Gallen,Birdsong,None,2:42,N,22855.0,.04,-4,,SFG,2024
"Thursday, Sep 5",SFG,Home,ARI,W-wo,3.0,2.0,9.0,69-72,4.0,15.5,Walker,Ginkel,None,2:35,D,27871.0,.01,1,,SFG,2024
"Friday, Sep 6",SFG,@,SDP,L,1.0,5.0,9.0,69-73,4.0,15.5,King,Black,None,2:33,N,42595.0,.02,-1,,SFG,2024
"Saturday, Sep 7",SFG,@,SDP,W,6.0,3.0,9.0,70-73,4.0,15.5,Webb,Cease,Walker,2:25,N,43318.0,.01,1,,SFG,2024
"Sunday, Sep 8",SFG,@,SDP,W,7.0,6.0,9.0,71-73,4.0,15.5,Miller,Musgrove,Walker,2:49,D,42996.0,.02,2,,SFG,2024
"Tuesday, Sep 10",SFG,Home,MIL,L,2.0,3.0,9.0,71-74,4.0,15.0,Civale,Roupp,Williams,2:07,N,25096.0,.02,-1,,SFG,2024
"Wednesday, Sep 11",SFG,Home,MIL,W,13.0,2.0,9.0,72-74,4.0,15.0,Snell,Rea,None,2:36,N,22042.0,.01,1,,SFG,2024
"Thursday, Sep 12",SFG,Home,MIL,L,0.0,3.0,9.0,72-75,4.0,15.5,Montas,Doval,Williams,2:28,N,22184.0,.01,-1,,SFG,2024
"Friday, Sep 13",SFG,Home,SDP,L,0.0,5.0,9.0,72-76,4.0,15.5,Cease,Webb,None,2:33,N,39798.0,.00,-2,,SFG,2024
"Saturday, Sep 14",SFG,Home,SDP,L,0.0,8.0,9.0,72-77,4.0,15.5,Musgrove,Black,None,2:33,N,31243.0,.00,-3,,SFG,2024
"Sunday, Sep 15",SFG,Home,SDP,L,3.0,4.0,10.0,72-78,4.0,16.5,Suarez,Doval,Morejón,2:42,D,33043.0,.00,-4,,SFG,2024
"Tuesday, Sep 17",SFG,@,BAL,W,10.0,0.0,9.0,73-78,4.0,16.0,Snell,Suárez,None,2:49,N,23967.0,.00,1,,SFG,2024
"Wednesday, Sep 18",SFG,@,BAL,W,5.0,3.0,9.0,74-78,4.0,16.0,Birdsong,Kremer,Walker,2:36,N,23856.0,.00,2,,SFG,2024
"Thursday, Sep 19",SFG,@,BAL,L-wo,3.0,5.0,9.0,74-79,4.0,17.0,Soto,Walker,None,2:48,D,23181.0,.00,-1,,SFG,2024
"Friday, Sep 20",SFG,@,KCR,W,2.0,1.0,9.0,75-79,4.0,17.0,Black,Wacha,Doval,2:42,N,22117.0,.00,1,,SFG,2024
"Saturday, Sep 21",SFG,@,KCR,W,9.0,0.0,9.0,76-79,4.0,16.0,Roupp,Singer,None,2:14,D,24189.0,.00,2,,SFG,2024
"Sunday, Sep 22",SFG,@,KCR,W,2.0,0.0,9.0,77-79,4.0,16.0,Snell,Lugo,Walker,2:08,D,24189.0,.00,3,,SFG,2024
"Monday, Sep 23",SFG,@,ARI,W,6.0,3.0,9.0,78-79,4.0,15.5,Birdsong,Rodríguez,Walker,2:41,N,23359.0,.00,4,,SFG,2024
"Tuesday, Sep 24",SFG,@,ARI,W,11.0,0.0,9.0,79-79,4.0,14.5,Webb,Pfaadt,None,2:33,N,22355.0,.00,5,,SFG,2024
"Wednesday, Sep 25",SFG,@,ARI,L,2.0,8.0,9.0,79-80,4.0,15.5,Gallen,Black,None,2:44,N,23767.0,.00,-1,,SFG,2024
"Friday, Sep 27",SFG,Home,STL,L,3.0,6.0,9.0,79-81,4.0,17.0,Mikolas,Roupp,Helsley,2:46,N,35101.0,.00,-2,,SFG,2024
"Saturday, Sep 28",SFG,Home,STL,W,6.0,5.0,9.0,80-81,4.0,17.0,Walker,Liberatore,Bivens,2:51,D,36328.0,.00,1,,SFG,2024
"Sunday, Sep 29",SFG,Home,STL,L,1.0,6.0,9.0,80-82,4.0,18.0,McGreevy,Birdsong,None,2:29,D,32348.0,.00,-1,,SFG,2024
"Thursday, Mar 28",SEA,Home,BOS,L,4.0,6.0,9.0,0-1,2.0,1.0,Bello,Castillo,Jansen,2:45,N,45337.0,.95,-1,,SEA,2024
"Friday, Mar 29",SEA,Home,BOS,W,1.0,0.0,9.0,1-1,2.0,0.5,Kirby,Pivetta,Muñoz,2:24,N,30013.0,.93,1,,SEA,2024
"Saturday, Mar 30",SEA,Home,BOS,W-wo,4.0,3.0,10.0,2-1,2.0,0.5,Saucedo,Rodríguez,None,2:46,N,32149.0,.96,2,,SEA,2024
"Sunday, Mar 31",SEA,Home,BOS,L,1.0,5.0,9.0,2-2,2.0,0.5,Whitlock,Miller,Slaten,2:32,D,29331.0,.99,-1,,SEA,2024
"Monday, Apr 1",SEA,Home,CLE,W,5.0,4.0,9.0,3-2,2.0,0.5,Hancock,McKenzie,Stanek,2:35,N,21322.0,.94,1,,SEA,2024
"Tuesday, Apr 2",SEA,Home,CLE,L,2.0,5.0,9.0,3-3,3.0,0.5,Bieber,Castillo,Clase,2:27,N,20646.0,.97,-1,,SEA,2024
"Wednesday, Apr 3",SEA,Home,CLE,L,0.0,8.0,9.0,3-4,3.0,1.5,Allen,Kirby,None,2:22,D,22583.0,.97,-2,,SEA,2024
"Friday, Apr 5",SEA,@,MIL,L-wo,5.0,6.0,9.0,3-5,3.0,2.5,Uribe,Muñoz,None,2:47,N,23035.0,.86,-3,,SEA,2024
"Saturday, Apr 6",SEA,@,MIL,W,5.0,3.0,9.0,4-5,3.0,2.5,Miller,Hall,Muñoz,2:25,N,35522.0,.79,1,,SEA,2024
"Sunday, Apr 7",SEA,@,MIL,L,4.0,12.0,9.0,4-6,3.0,2.5,Rea,Hancock,Vieira,2:36,D,25573.0,.87,-1,,SEA,2024
"Monday, Apr 8",SEA,@,TOR,L,2.0,5.0,9.0,4-7,3.0,2.5,Berríos,Castillo,None,2:33,N,40069.0,.85,-2,,SEA,2024
